RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
A653_481	0_030_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_145	0_031_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_473	0_034_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_177	0_015_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1309	0_032_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_043	0_004_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_338	0_010_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1291	0_016_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_205	0_040_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_100	0_016_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1223	0_08_88_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_134	0_006_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1031	0_024_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_974	0_001_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_441	0_032_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1444	0_92_32_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_752	0_018_05_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_122	0_005_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_669	0_018_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_882	0_008_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1147	0_020_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1395	0_014_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_856	0_030_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1253	0_94_35_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_643	0_017_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_593	0_028_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_740	0_007_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1430	0_028_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1241	0_95_26_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1238	0_04_19_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_048	0_016_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_223	0_038_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_534	0_028_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_111	0_022_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1288	0_018_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_229	0_021_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_794	0_036_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_001	0_024_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_013	0_016_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1185	0_03_28_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_901	0_012_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1360	0_97_14_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_710	0_026_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_190	0_033_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_738	0_036_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_388	0_001_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_184	0_013_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_334	0_022_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_087	0_014_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_497	0_035_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_209	0_025_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_002	0_006_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_742	0_003_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_620	0_027_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1447	0_013_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_030	0_005_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1432	0_98_27_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_917	0_012_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_660	0_014_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_891	0_002_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_702	0_003_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1011	0_024_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_225	0_004_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_652	0_022_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_519	0_020_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_381	0_025_05_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1005	0_019_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1038	0_97_17_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_352	0_026_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_489	0_018_05_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1397	0_03_28_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_864	0_014_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_996	0_07_73_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1067	0_021_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_029	0_012_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_956	0_002_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1281	0_08_55_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_156	0_021_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_447	0_033_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1193	0_023_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1244	0_023_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_331	0_018_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_980	0_023_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_379	0_035_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1409	0_97_37_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_347	0_040_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_250	0_025_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_243	0_021_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_081	0_032_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_617	0_029_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_944	0_003_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_098	0_032_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_057	0_006_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_308	0_015_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1341	0_01_37_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_003	0_023_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_115	0_017_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_803	0_038_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_414	0_026_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_301	0_026_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_110	0_023_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_277	0_036_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_163	0_020_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_235	0_017_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1143	0_024_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_435	0_028_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_283	0_017_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1441	0_013_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_294	0_001_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_705	0_007_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_056	0_015_07_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_219	0_014_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_066	0_037_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_555	0_034_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_954	0_011_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1134	0_014_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_052	0_015_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_102	0_016_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_173	0_011_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_708	0_029_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_965	0_001_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_146	0_024_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_182	0_025_05_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1424	0_032_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_516	0_028_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_107	0_007_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_719	0_035_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_054	0_016_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_485	0_043_06_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_993	0_028_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1166	0_97_37_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_121	0_023_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_673	0_033_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1182	0_99_14_1	Braineac	SHRI	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_881	0_006_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_888	0_007_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_354	0_026_08_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_316	0_023_09_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
A653_1141	0_016_10_1	Braineac	EBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Braineac-Individuals.txt
